director_name,genres,movie_title,comb
Chris Columbus,Adventure Family Fantasy,harry potter and the sorcerer's stone,Daniel Radcliffe Fiona Shaw Verne Troyer Chris Columbus Adventure Family Fantasy
Robert Schwentke,Action Comedy Fantasy,r.i.p.d.,Ryan Reynolds Jeff Bridges Stephanie Szostak Robert Schwentke Action Comedy Fantasy
Hideaki Anno,Action Adventure Drama Horror Sci-Fi,godzilla resurgence,Mark Chinnery Shin'ya Tsukamoto Atsuko Maeda Hideaki Anno Action Adventure Drama Horror Sci-Fi
Gore Verbinski,Action Adventure Fantasy,pirates of the caribbean: the curse of the black pearl,Johnny Depp Orlando Bloom Jack Davenport Gore Verbinski Action Adventure Fantasy
Matt Birch,Fantasy,harry potter and the deathly hallows: part i,Rupert Grint Toby Jones Alfred Enoch Matt Birch Fantasy
Francis Lawrence,Adventure Sci-Fi Thriller,the hunger games: mockingjay - part 1,Jennifer Lawrence Philip Seymour Hoffman Josh Hutcherson Francis Lawrence Adventure Sci-Fi Thriller
Ron Howard,Mystery Thriller,the da vinci code,Tom Hanks Seth Gabel Jürgen Prochnow Ron Howard Mystery Thriller
Carlos Saldanha,Adventure Animation Comedy Family Musical,rio 2,Miguel Ferrer Rachel Crow Jeffrey Garcia Carlos Saldanha Adventure Animation Comedy Family Musical
Bryan Singer,Action Adventure Fantasy Sci-Fi Thriller,x-men 2,Hugh Jackman Bruce Davison Aaron Stanford Bryan Singer Action Adventure Fantasy Sci-Fi Thriller
Justin Lin,Action Crime Thriller,fast five,Paul Walker Vin Diesel Dwayne Johnson Justin Lin Action Crime Thriller
Guy Ritchie,Action Adventure Crime Mystery Thriller,sherlock holmes: a game of shadows,Robert Downey Jr. Eddie Marsan Paul Anderson Guy Ritchie Action Adventure Crime Mystery Thriller
John McTiernan,Action Adventure History,the 13th warrior,Tony Curran Vladimir Kulich Clive Russell John McTiernan Action Adventure History
Tony Gilroy,Action Adventure Thriller,the bourne legacy,Jeremy Renner Scott Glenn Stacy Keach Tony Gilroy Action Adventure Thriller
Joel Schumacher,Action,batman & robin,Michael Gough Vivica A. Fox John Glover Joel Schumacher Action
Ron Howard,Comedy Family Fantasy,how the grinch stole christmas,Clint Howard T.J. Thyne Molly Shannon Ron Howard Comedy Family Fantasy
Roland Emmerich,Action Adventure Sci-Fi Thriller,the day after tomorrow,Jake Gyllenhaal Dennis Quaid Sela Ward Roland Emmerich Action Adventure Sci-Fi Thriller
John Woo,Action Adventure Thriller,mission: impossible ii,Tom Cruise Dougray Scott Richard Roxburgh John Woo Action Adventure Thriller
Wolfgang Petersen,Action Adventure Drama Thriller,the perfect storm,Karen Allen Mary Elizabeth Mastrantonio Bob Gunton Wolfgang Petersen Action Adventure Drama Thriller
Tim Story,Action Adventure Sci-Fi Thriller,fantastic 4: rise of the silver surfer,Chris Evans Ioan Gruffudd Andre Braugher Tim Story Action Adventure Sci-Fi Thriller
Ang Lee,Adventure Drama Fantasy,life of pi,Suraj Sharma Rafe Spall Tabu Ang Lee Adventure Drama Fantasy
Mark Steven Johnson,Action Fantasy Thriller,ghost rider,Nicolas Cage Matt Long Peter Fonda Mark Steven Johnson Action Fantasy Thriller
Paul Greengrass,Action Thriller,jason bourne,Matt Damon Riz Ahmed Ato Essandoh Paul Greengrass Action Thriller
McG,Action Adventure Comedy Crime,charlie's angels: full throttle,Demi Moore Bernie Mac Justin Theroux McG Action Adventure Comedy Crime
Ridley Scott,Adventure Mystery Sci-Fi,prometheus,Michael Fassbender Charlize Theron Sean Harris Ridley Scott Adventure Mystery Sci-Fi
Rob Minkoff,Adventure Animation Comedy Family Fantasy,stuart little 2,Nathan Lane Brad Garrett Melanie Griffith Rob Minkoff Adventure Animation Comedy Family Fantasy
Neill Blomkamp,Action Drama Sci-Fi Thriller,elysium,Matt Damon Sharlto Copley Alice Braga Neill Blomkamp Action Drama Sci-Fi Thriller
David Twohy,Action Adventure Sci-Fi Thriller,the chronicles of riddick,Vin Diesel Alexa Davalos Christina Cox David Twohy Action Adventure Sci-Fi Thriller
Lana Wachowski,Action Family Sport,speed racer,Scott Porter Kick Gurry Nicholas Elia Lana Wachowski Action Family Sport
James L. Brooks,Comedy Drama Romance,how do you know,Shelley Conn Domenick Lombardozzi Teyonah Parris James L. Brooks Comedy Drama Romance
James Mangold,Action Comedy Romance,knight and day,Tom Cruise Marc Blucas Jordi Mollà James Mangold Action Comedy Romance
Joseph Kosinski,Action Adventure Mystery Sci-Fi,oblivion,Morgan Freeman Tom Cruise Zoë Bell Joseph Kosinski Action Adventure Mystery Sci-Fi
George Lucas,Action Adventure Fantasy Sci-Fi,star wars: episode iii - revenge of the sith,Natalie Portman Christopher Lee Hayden Christensen George Lucas Action Adventure Fantasy Sci-Fi
George Lucas,Action Adventure Fantasy Sci-Fi,star wars: episode ii - attack of the clones,Natalie Portman Christopher Lee Hayden Christensen George Lucas Action Adventure Fantasy Sci-Fi
Pete Docter,Adventure Animation Comedy Family Fantasy,"monsters, inc.",Steve Buscemi John Ratzenberger James Coburn Pete Docter Adventure Animation Comedy Family Fantasy
James Mangold,Action Adventure Sci-Fi Thriller,the wolverine,Hugh Jackman Tao Okamoto Rila Fukushima James Mangold Action Adventure Sci-Fi Thriller
George Lucas,Action Adventure Fantasy Sci-Fi,star wars: episode i - the phantom menace,Natalie Portman Liam Neeson Ian McDiarmid George Lucas Action Adventure Fantasy Sci-Fi
Kirk De Micco,Adventure Animation Comedy Family Fantasy,the croods,Ryan Reynolds Emma Stone Nicolas Cage Kirk De Micco Adventure Animation Comedy Family Fantasy
Frédéric Forestier,Adventure Comedy Family Fantasy,asterix at the olympic games,Alain Delon Santiago Segura Vanessa Hessler Frédéric Forestier Adventure Comedy Family Fantasy
John Woo,Action Drama War,windtalkers,Nicolas Cage Roger Willie Noah Emmerich John Woo Action Drama War
Cedric Nicolas-Troyan,Action Adventure Drama Fantasy,the huntsman: winter's war,Chris Hemsworth Sam Claflin Charlize Theron Cedric Nicolas-Troyan Action Adventure Drama Fantasy
Alfonso Cuarón,Adventure Drama Sci-Fi Thriller,gravity,Phaldut Sharma Basher Savage Amy Warren Alfonso Cuarón Adventure Drama Sci-Fi Thriller
Roger Donaldson,Action Adventure Thriller,dante's peak,Jamie Renée Smith Grant Heslov Tzi Ma Roger Donaldson Action Adventure Thriller
Dave Green,Action Adventure Comedy Sci-Fi,teenage mutant ninja turtles: out of the shadows,Stephen Amell Noel Fisher Brad Garrett Dave Green Action Adventure Comedy Sci-Fi
Shawn Levy,Action Adventure Comedy Family Fantasy,night at the museum,Robin Williams Rami Malek Steve Coogan Shawn Levy Action Adventure Comedy Family Fantasy
Brad Peyton,Action Adventure Drama Thriller,san andreas,Dwayne Johnson Ioan Gruffudd Archie Panjabi Brad Peyton Action Adventure Drama Thriller
Roger Spottiswoode,Action Adventure Thriller,tomorrow never dies,Vincent Schiavelli Colin Salmon Joe Don Baker Roger Spottiswoode Action Adventure Thriller
Roland Emmerich,Action Drama History War,the patriot,Heath Ledger Adam Baldwin Tom Wilkinson Roland Emmerich Action Drama History War
Steven Soderbergh,Crime Thriller,ocean's twelve,Brad Pitt Julia Roberts Mini Anden Steven Soderbergh Crime Thriller
Doug Liman,Action Comedy Crime Romance Thriller,mr. & mrs. smith,Brad Pitt Angelina Jolie Pitt Stephanie March Doug Liman Action Comedy Crime Romance Thriller
Robert Schwentke,Adventure Sci-Fi Thriller,insurgent,Kate Winslet Theo James Mekhi Phifer Robert Schwentke Adventure Sci-Fi Thriller
Martin Scorsese,Biography Drama,the aviator,Leonardo DiCaprio Adam Scott Frances Conroy Martin Scorsese Biography Drama
Rob Letterman,Adventure Comedy Family Fantasy,gulliver's travels,James Corden Catherine Tate Olly Alexander Rob Letterman Adventure Comedy Family Fantasy
Michel Gondry,Action Comedy Crime Sci-Fi Thriller,the green hornet,Christoph Waltz Tom Wilkinson Chad L. Coleman Michel Gondry Action Comedy Crime Sci-Fi Thriller
unknown,Action Adventure Crime,the a-team            ,George Peppard Dirk Benedict Dwight Schultz unknown Action Adventure Crime
Noam Murro,Action Drama Fantasy War,300: rise of an empire,Eva Green Sullivan Stapleton Peter Mensah Noam Murro Action Drama Fantasy War
Raja Gosnell,Adventure Animation Comedy Family Fantasy,the smurfs,Mahadeo Shivraj Tim Gunn Madison McKinley Raja Gosnell Adventure Animation Comedy Family Fantasy
Will Finn,Animation Comedy Family Music Western,home on the range,Steve Buscemi Roseanne Barr G.W. Bailey Will Finn Animation Comedy Family Music Western
Robert Schwentke,Action Adventure Mystery Sci-Fi Thriller,allegiant,Naomi Watts Theo James Zoë Kravitz Robert Schwentke Action Adventure Mystery Sci-Fi Thriller
Shawn Levy,Action Drama Sci-Fi Sport,real steel,Hugh Jackman Torey Michael Adkins Olga Fonda Shawn Levy Action Drama Sci-Fi Sport
Raja Gosnell,Adventure Animation Comedy Family Fantasy,the smurfs 2,Jacob Tremblay Nancy O'Dell Vanessa Matsui Raja Gosnell Adventure Animation Comedy Family Fantasy
Jan de Bont,Action Crime Romance Thriller,speed 2: cruise control,Jason Patric Temuera Morrison Lois Chiles Jan de Bont Action Crime Romance Thriller
Gavin Hood,Action Sci-Fi,ender's game,Harrison Ford Moises Arias Aramis Knight Gavin Hood Action Sci-Fi
Len Wiseman,Action Adventure Thriller,live free or die hard,Bruce Willis Jonathan Sadowski Cyril Raffaelli Len Wiseman Action Adventure Thriller
Peter Jackson,Action Adventure Drama Fantasy,the lord of the rings: the fellowship of the ring,Christopher Lee Orlando Bloom Billy Boyd Peter Jackson Action Adventure Drama Fantasy
Michael Mann,Biography Drama Sport,ali,Will Smith Jada Pinkett Smith Joe Morton Michael Mann Biography Drama Sport
Bo Welch,Adventure Comedy Family Fantasy,the cat in the hat,Sean Hayes Kelly Preston Spencer Breslin Bo Welch Adventure Comedy Family Fantasy
Alex Proyas,Action Mystery Sci-Fi Thriller,"i, robot",Will Smith Bruce Greenwood Chi McBride Alex Proyas Action Mystery Sci-Fi Thriller
Ridley Scott,Action Adventure Drama History War,kingdom of heaven,Liam Neeson Orlando Bloom Philip Glenister Ridley Scott Action Adventure Drama History War
Rob Minkoff,Adventure Comedy Family Fantasy,stuart little,Chazz Palminteri Nathan Lane Jeffrey Jones Rob Minkoff Adventure Comedy Family Fantasy
Ron Clements,Animation Family Fantasy Musical Romance,the princess and the frog,Oprah Winfrey Jenifer Lewis Anika Noni Rose Ron Clements Animation Family Fantasy Musical Romance
Ridley Scott,Adventure Drama Sci-Fi,the martian,Matt Damon Donald Glover Benedict Wong Ridley Scott Adventure Drama Sci-Fi
Christopher Barnard,Comedy,"10,000 b.c.            ",Mathew Buck unknown unknown Christopher Barnard Comedy
Peter Chelsom,Comedy Romance,town & country,Del Zamora Warren Beatty Garry Shandling Peter Chelsom Comedy Romance
Dominic Sena,Action Crime Thriller,gone in sixty seconds,Nicolas Cage Angelina Jolie Pitt Robert Duvall Dominic Sena Action Crime Thriller
Ridley Scott,Action Drama Romance,gladiator,Djimon Hounsou Connie Nielsen Oliver Reed Ridley Scott Action Drama Romance
Steven Spielberg,Action Mystery Sci-Fi Thriller,minority report,Tom Cruise Frank Grillo Jessica Capshaw Steven Spielberg Action Mystery Sci-Fi Thriller
Chris Columbus,Adventure Family Fantasy Mystery,harry potter and the chamber of secrets,Daniel Radcliffe Rupert Grint Emma Watson Chris Columbus Adventure Family Fantasy Mystery
James Cameron,Action Sci-Fi,terminator 2: judgment day,Joe Morton Jenette Goldstein S. Epatha Merkerson James Cameron Action Sci-Fi
Michael Mann,Biography Crime Drama History Romance,public enemies,Johnny Depp Christian Bale Stephen Graham Michael Mann Biography Crime Drama History Romance
Ridley Scott,Biography Crime Drama,american gangster,Denzel Washington Ruby Dee RZA Ridley Scott Biography Crime Drama
James Cameron,Action Comedy Thriller,true lies,Jamie Lee Curtis Tia Carrere Tom Arnold James Cameron Action Comedy Thriller
Tony Scott,Action Crime Thriller,the taking of pelham 1 2 3,Denzel Washington Ramon Rodriguez Michael Rispoli Tony Scott Action Crime Thriller
Paul Weitz,Comedy Romance,little fockers,Robert De Niro Blythe Danner Teri Polo Paul Weitz Comedy Romance
Adam McKay,Action Comedy Crime,the other guys,Dwayne Johnson Will Ferrell Derek Jeter Adam McKay Action Comedy Crime
Chuck Russell,Action Drama Mystery Thriller,eraser,Vanessa Williams James Coburn Roma Maffia Chuck Russell Action Drama Mystery Thriller
Quentin Tarantino,Drama Western,django unchained,Leonardo DiCaprio Christoph Waltz Ato Essandoh Quentin Tarantino Drama Western
Gary Trousdale,Animation Drama Family Musical Romance,the hunchback of notre dame,Demi Moore Jason Alexander Bill Fagerbakke Gary Trousdale Animation Drama Family Musical Romance
Mark Dindal,Adventure Animation Comedy Family Fantasy,the emperor's new groove,Eartha Kitt Wendie Malick John Fiedler Mark Dindal Adventure Animation Comedy Family Fantasy
Simon West,Action Adventure Thriller,the expendables 2,Jason Statham Sylvester Stallone Bruce Willis Simon West Action Adventure Thriller
Jon Turteltaub,Action Adventure Comedy Family Mystery,national treasure,Nicolas Cage Armando Riesco Annie Parisse Jon Turteltaub Action Adventure Comedy Family Mystery
Stefen Fangmeier,Action Adventure Family Fantasy,eragon,Djimon Hounsou Ed Speleers Gary Lewis Stefen Fangmeier Action Adventure Family Fantasy
Spike Jonze,Adventure Drama Family Fantasy,where the wild things are,Catherine O'Hara Ryan Corr Max Records Spike Jonze Adventure Drama Family Fantasy
Chris Wedge,Adventure Animation Family Fantasy,epic,Josh Hutcherson Emma Kenney Troy Evans Chris Wedge Adventure Animation Family Fantasy
Peter Hyams,Action Fantasy Horror Mystery,end of days,CCH Pounder Mark Margolis Udo Kier Peter Hyams Action Fantasy Horror Mystery
Edward Zwick,Adventure Drama Thriller,blood diamond,Leonardo DiCaprio Djimon Hounsou Stephen Collins Edward Zwick Adventure Drama Thriller
Martin Scorsese,Biography Comedy Crime Drama,the wolf of wall street,Leonardo DiCaprio Matthew McConaughey Jon Favreau Martin Scorsese Biography Comedy Crime Drama
Joel Schumacher,Action Adventure Fantasy,batman forever,Michael Gough Rene Auberjonois Debi Mazar Joel Schumacher Action Adventure Fantasy
Paul Verhoeven,Action Sci-Fi War,starship troopers,Jake Busey Patrick Muldoon Seth Gilliam Paul Verhoeven Action Sci-Fi War
Tom Tykwer,Drama Sci-Fi,cloud atlas,Tom Hanks Jim Sturgess Jim Broadbent Tom Tykwer Drama Sci-Fi
Zack Snyder,Action Adventure Animation Family Fantasy,legend of the guardians: the owls of ga'hoole,Abbie Cornish Richard Roxburgh Anthony LaPaglia Zack Snyder Action Adventure Animation Family Fantasy
Pitof,Action Crime Fantasy Romance Thriller,catwoman,Frances Conroy Christopher Heyerdahl Alex Borstein Pitof Action Crime Fantasy Romance Thriller
Ron Clements,Adventure Animation Family Sci-Fi,treasure planet,Joseph Gordon-Levitt Martin Short Michael Wincott Ron Clements Adventure Animation Family Sci-Fi
Brad Silberling,Adventure Comedy Sci-Fi,land of the lost,Will Ferrell Anna Friel Bobb'e J. Thompson Brad Silberling Adventure Comedy Sci-Fi
Patrick Hughes,Action Adventure Thriller,the expendables 3,Jason Statham Sylvester Stallone Harrison Ford Patrick Hughes Action Adventure Thriller
Lawrence Guterman,Comedy Family Fantasy,son of the mask,Jamie Kennedy Traylor Howard Ben Stein Lawrence Guterman Comedy Family Fantasy
Ron Howard,Action Adventure Biography Drama History Thriller,in the heart of the sea,Chris Hemsworth Benjamin Walker Frank Dillane Ron Howard Action Adventure Biography Drama History Thriller
Ron Underwood,Action Comedy Sci-Fi,the adventures of pluto nash,Rosario Dawson Randy Quaid Burt Young Ron Underwood Action Comedy Sci-Fi
Paul Greengrass,Action Drama Thriller War,green zone,Matt Damon Sean Huze Igal Naor Paul Greengrass Action Drama Thriller War
Steve Martino,Adventure Animation Comedy Family,the peanuts movie,Francesca Capaldi Venus Schultheis Bill Melendez Steve Martino Adventure Animation Comedy Family
David Mamet,Drama Mystery Thriller,the spanish prisoner,Ben Gazzara Felicity Huffman Campbell Scott David Mamet Drama Mystery Thriller
Stephen Sommers,Action Adventure Fantasy Thriller,the mummy returns,Dwayne Johnson Brendan Fraser Patricia Velasquez Stephen Sommers Action Adventure Fantasy Thriller
Martin Scorsese,Crime Drama,gangs of new york,Leonardo DiCaprio Liam Neeson Jim Broadbent Martin Scorsese Crime Drama
Yimou Zhang,Drama History Romance War,the flowers of war,Christian Bale Ni Ni Shigeo Kobayashi Yimou Zhang Drama History Romance War
Ash Brannon,Animation Comedy Family Sport,surf's up,Jeff Bridges Zooey Deschanel Jon Heder Ash Brannon Animation Comedy Family Sport
Frank Oz,Comedy Sci-Fi Thriller,the stepford wives,Jon Lovitz Matthew Broderick Roger Bart Frank Oz Comedy Sci-Fi Thriller
Ridley Scott,Drama History War,black hawk down,Ioan Gruffudd Sam Shepard Ewen Bremner Ridley Scott Drama History War
Jay Roach,Comedy,the campaign,Will Ferrell Thomas Middleditch Katherine LaNasa Jay Roach Comedy
Luc Besson,Action Adventure Sci-Fi,the fifth element,Milla Jovovich Bruce Willis Gary Oldman Luc Besson Action Adventure Sci-Fi
Michael Patrick King,Comedy Drama Romance,sex and the city 2,Chris Noth Liza Minnelli Kristin Davis Michael Patrick King Comedy Drama Romance
Bibo Bergeron,Adventure Animation Comedy Family Romance,the road to el dorado,Frank Welker Rosie Perez Elton John Bibo Bergeron Adventure Animation Comedy Family Romance
Steve Martino,Adventure Animation Comedy Family,ice age: continental drift,Peter Dinklage Josh Gad Drake Steve Martino Adventure Animation Comedy Family
Andrew Stanton,Adventure Animation Comedy Family,finding nemo,Alexander Gould Stephen Root Brad Garrett Andrew Stanton Adventure Animation Comedy Family
